latitud,longitud,fecha,temperatura,salinidad,productividad,presencia
20.7999992370605,-117.599975585938,22944,26.084,34.23,114.17285,0
20.7999992370605,-116.799987792969,22944,26.74,34.235,149.13753,0
20.7999992370605,-116,22944,27.058,34.265,155.44531,0
20.7999992370605,-115.200012207031,22944,27.822,34.326,207.26947,0
20.7999992370605,-114.400024414063,22944,28.547,34.355,242.26837,0
20.7999992370605,-113.599975585938,22944,28.208,34.38,188.3872,0
20.7999992370605,-112.799987792969,22944,27.993,34.324,173.09053,0
20.7999992370605,-112,22944,28.425,34.639,135.84079,0
20.7999992370605,-111.200012207031,22944,28.287,34.656002,148.72462,0
20.7999992370605,-110.400024414063,22944,28.046001,34.58,162.51039,0
20.7999992370605,-109.599975585938,22944,28.468,34.64,181.14246,0
20.7999992370605,-108.799987792969,22944,30.098,34.627,140.56082,0
20.7999992370605,-108,22944,30.846,34.539,163.4237,0
20.7999992370605,-107.200012207031,22944,31.35,34.66,156.5877,0
20.7999992370605,-106.400024414063,22944,31.079,34.494,114.06879,0
20.7999992370605,-105.599975585938,22944,28.959,34.489,104.26461,0
21.6000003814697,-116,22944,26.605,34.258,231.45407,0
21.6000003814697,-115.200012207031,22944,26.86,34.285,191.5687,0
21.6000003814697,-114.400024414063,22944,27.251,34.205,229.94681,0
21.6000003814697,-113.599975585938,22944,26.869,34.162003,186.0328,0
21.6000003814697,-112.799987792969,22944,27.576,34.298,195.92363,0
21.6000003814697,-112,22944,27.426,34.244,184.22963,0
21.6000003814697,-111.200012207031,22944,27.987,34.72,167.89961,0
21.6000003814697,-110.400024414063,22944,28.128,34.776,179.52524,0
21.6000003814697,-109.599975585938,22944,28.615002,34.86,195.54967,0
21.6000003814697,-108.799987792969,22944,29.585,34.708,178.52457,0
21.6000003814697,-108,22944,30.577,34.73,158.93861,0
21.6000003814697,-107.200012207031,22944,31.664001,34.675003,170.52522,0
21.6000003814697,-106.400024414063,22944,32.043,34.503,165.09933,0
21.6000003814697,-105.599975585938,22944,31.232,33.678,131.11212,0
22.3999996185303,-114.400024414063,22944,26.904,34.299,234.31462,0
22.3999996185303,-113.599975585938,22944,27.166,34.306,232.52544,0
22.3999996185303,-112.799987792969,22944,27.535,34.321,208.38516,0
22.3999996185303,-112,22944,27.004,34.496002,202.95157,0
22.3999996185303,-111.200012207031,22944,27.031,34.791,196.83249,0
22.3999996185303,-110.400024414063,22944,27.451,34.695,183.90187,0
22.3999996185303,-109.599975585938,22944,28.987,34.913002,190.48308,0
22.3999996185303,-108.799987792969,22944,29.926,34.769,199.12215,0
22.3999996185303,-108,22944,31.827,34.78,173.68037,0
22.3999996185303,-107.200012207031,22944,31.008,34.599,198.44482,0
22.3999996185303,-106.400024414063,22944,31.3,34.609,184.93651,0
23.2000007629395,-114.400024414063,22944,26.104,34.057,355.4004,0
23.2000007629395,-113.599975585938,22944,26.915,34.454002,280.11258,0
23.2000007629395,-112.799987792969,22944,27.189,34.528,266.59375,0
23.2000007629395,-111.200012207031,22944,26.231,34.488,248.9847,0
23.2000007629395,-110.400024414063,22944,27.311,35.009003,233.29253,0
23.2000007629395,-108.799987792969,22944,30.792,34.83,240.65137,0
23.2000007629395,-108,22944,30.288,34.741,244.60242,0
23.2000007629395,-107.200012207031,22944,30.73,34.737,262.7815,0
23.2000007629395,-106.400024414063,22944,29.947,34.6,269.5649,0
24,-109.599975585938,22944,30.36,35.164,280.55658,0
24,-108.799987792969,22944,30.924,34.86,284.661,0
24,-108,22944,31.266,34.638,343.92313,0
24,-107.200012207031,22944,29.222,34.624,250.84274,0
24.7999992370605,-110.400024414063,22944,30.685001,34.988,419.57254,0
24.7999992370605,-109.599975585938,22944,31.483002,34.746002,428.34384,0
24.7999992370605,-108.799987792969,22944,30.826,34.741,335.98987,0
25.6000003814697,-110.400024414063,22944,30.324001,35.106003,561.4828,0
25.6000003814697,-109.599975585938,22944,31.154,34.766,465.73605,0
26.3999996185303,-111.200012207031,22944,30.123001,34.958,594.3895,0
26.3999996185303,-110.400024414063,22944,30.583,35.191,441.20963,0
26.3999996185303,-109.599975585938,22944,29.758,34.951,406.56677,0
27.2000007629395,-112,22944,29.452,35.268,497.67847,0
27.2000007629395,-111.200012207031,22944,30.786,34.894,573.43536,0
27.2000007629395,-110.400024414063,22944,30.037,34.825,527.1381,0
28,-112,22944,30.886002,35.135002,519.1016,0
28.7999992370605,-112.799987792969,22944,29.767,35.358,571.7114,0
28.7999992370605,-112,22944,31.476002,35.34,532.1087,0
29.6000003814697,-113.599975585938,22944,29.804,35.486,514.3779,0
29.6000003814697,-112.799987792969,22944,29.885,35.353,460.65323,0
30.3999996185303,-114.400024414063,22944,29.939,35.494,2136.287,0
30.3999996185303,-113.599975585938,22944,29.858002,35.469,480.38754,0
20,-116.799987792969,23664,26.664001,34.312,289.03998,0
20,-116,23664,26.304,34.307,271.6084,0
20,-115.200012207031,23664,26.27,34.266,315.46826,0
20,-114.400024414063,23664,26.541,34.253,287.4125,0
20,-113.599975585938,23664,27.859001,34.349,241.96336,0
20,-112.799987792969,23664,27.627,34.401,245.55685,0
20,-112,23664,28.293,34.466,272.7341,0
20,-111.200012207031,23664,28.55,34.311,280.10782,0
20,-110.400024414063,23664,28.542,34.487,272.26135,0
20,-109.599975585938,23664,28.494,34.224,274.03497,0
20,-108.799987792969,23664,29.283,34.451,240.97487,0
20,-108,23664,29.319,34.29,254.73969,0
20,-107.200012207031,23664,29.400002,34.411,317.4617,0
20,-106.400024414063,23664,30.739,34.112,391.16068,0
20,-105.599975585938,23664,30.102001,33.947,564.5491,0
20.7999992370605,-117.599975585938,23664,26.14,34.317,252.06122,0
20.7999992370605,-116.799987792969,23664,26.497,34.157,259.4767,0
20.7999992370605,-116,23664,26.342001,34.187,239.58405,0
20.7999992370605,-115.200012207031,23664,26.744,34.283,252.10065,0
20.7999992370605,-114.400024414063,23664,26.453,34.243,265.24863,0
20.7999992370605,-113.599975585938,23664,27.236,34.34,276.80206,0
20.7999992370605,-112.799987792969,23664,27.210001,34.36,250.45801,0
20.7999992370605,-112,23664,27.974,34.366,284.40768,0
20.7999992370605,-111.200012207031,23664,28.201,34.409,312.8239,0
20.7999992370605,-110.400024414063,23664,28.765,34.459,268.99857,0
20.7999992370605,-109.599975585938,23664,29.108002,34.54,248.97183,0
20.7999992370605,-108.799987792969,23664,29.203,34.498,228.73671,0
20.7999992370605,-108,23664,30.047,34.568,267.16626,0
20.7999992370605,-107.200012207031,23664,29.455002,34.440002,273.40314,0
20.7999992370605,-106.400024414063,23664,30.878,34.362,498.08636,0
20.7999992370605,-105.599975585938,23664,29.235,34.367,1207.834,0
21.6000003814697,-116,23664,26.201,34.048,242.74075,0
21.6000003814697,-113.599975585938,23664,27.341,34.364,273.6622,0
21.6000003814697,-112.799987792969,23664,27.598,34.332,259.21634,0
21.6000003814697,-112,23664,27.461,34.287003,303.23398,0
21.6000003814697,-111.200012207031,23664,28.062,34.663002,430.6384,0
21.6000003814697,-110.400024414063,23664,28.054,34.690002,354.34433,0
21.6000003814697,-109.599975585938,23664,28.342,34.492,277.84903,0
21.6000003814697,-108.799987792969,23664,28.1,34.409,258.65808,0
21.6000003814697,-108,23664,29.735,34.643,270.11362,0
21.6000003814697,-107.200012207031,23664,30.378,34.5,473.1236,0
21.6000003814697,-106.400024414063,23664,30.35,34.463,580.7628,0
21.6000003814697,-105.599975585938,23664,30.323002,33.199,1351.977,0
22.3999996185303,-116,23664,26.310001,34.105,227.73795,0
22.3999996185303,-114.400024414063,23664,26.017,34.254,367.20767,0
22.3999996185303,-112.799987792969,23664,27.148,34.221,264.34384,0
22.3999996185303,-112,23664,27.954,34.523003,412.0966,0
22.3999996185303,-111.200012207031,23664,29.477001,34.801003,423.65524,0
22.3999996185303,-110.400024414063,23664,28.159,34.466,373.45178,0
22.3999996185303,-109.599975585938,23664,29.901001,34.542,369.75885,0
22.3999996185303,-108.799987792969,23664,29.471,34.544,303.0988,0
22.3999996185303,-108,23664,30.413,34.635002,289.03018,0
22.3999996185303,-107.200012207031,23664,31.125,34.668,381.12042,0
22.3999996185303,-106.400024414063,23664,31.119,34.507,534.2926,0
23.2000007629395,-113.599975585938,23664,26.274,34.252,342.4423,0
23.2000007629395,-112.799987792969,23664,27.02,34.246002,320.01727,0
23.2000007629395,-112,23664,27.872,34.498,412.05173,0
23.2000007629395,-111.200012207031,23664,28.924,34.233,407.24823,0
23.2000007629395,-110.400024414063,23664,28.477001,34.182,560.206,0
23.2000007629395,-108.799987792969,23664,31.539001,34.869,336.37247,0
23.2000007629395,-108,23664,30.51,34.738,328.69794,0
23.2000007629395,-107.200012207031,23664,30.959,34.59,447.7491,0
24,-112,23664,26.64,34.716,573.035,0
24,-111.200012207031,23664,28.823,34.702,573.02325,0
24,-109.599975585938,23664,30.707,34.867,488.74072,0
24,-108.799987792969,23664,30.589,34.733,362.65775,0
24,-108,23664,30.534,34.499,515.1311,0
24,-107.200012207031,23664,29.869,34.559002,1447.2521,0
24.7999992370605,-112.799987792969,23664,26.305,34.633,613.6992,0
24.7999992370605,-110.400024414063,23664,30.651001,35.124,523.3579,0
24.7999992370605,-109.599975585938,23664,30.467001,34.724,485.3397,0
24.7999992370605,-108.799987792969,23664,30.486,34.591,422.2926,0
25.6000003814697,-112.799987792969,23664,26.424,34.415,857.5194,0
25.6000003814697,-110.400024414063,23664,31.505001,35.166,474.3039,0
25.6000003814697,-109.599975585938,23664,30.973,34.723,608.7245,0
26.3999996185303,-111.200012207031,23664,30.498001,35.143,414.56766,0
26.3999996185303,-110.400024414063,23664,31.452,35.107002,386.48737,0
26.3999996185303,-109.599975585938,23664,30.060001,34.812,593.0473,0
27.2000007629395,-112,23664,29.39,35.277,647.7351,0
27.2000007629395,-111.200012207031,23664,30.683,34.867,404.57614,0
28,-112,23664,31.046001,35.074,506.16287,0
28.7999992370605,-112.799987792969,23664,29.528,35.419,900.705,0
29.6000003814697,-113.599975585938,23664,29.901001,35.571,574.548,0
29.6000003814697,-112.799987792969,23664,29.705002,35.482002,721.541,0
30.3999996185303,-114.400024414063,23664,29.885,35.633,546.1005,0
30.3999996185303,-113.599975585938,23664,30.602001,35.566,490.5388,0
20,-113.599975585938,24384,26.11,34.367,272.49036,0
20,-112.799987792969,24384,26.861,34.381,275.4501,0
20,-112,24384,27.43,34.384003,276.54367,0
20,-111.200012207031,24384,27.823,34.411,244.29433,0
20,-110.400024414063,24384,28.802,34.421,236.63193,0
20,-109.599975585938,24384,29.319,34.384003,255.86105,0
20,-108.799987792969,24384,29.489,34.299,231.18608,0
20,-108,24384,29.281,34.25,274.1019,0
20,-107.200012207031,24384,29.611,34.308,287.51923,0
20,-106.400024414063,24384,29.783,34.260002,363.46164,0
20,-105.599975585938,24384,28.726002,34.315002,618.3143,0
20.7999992370605,-112.799987792969,24384,26.378,34.487,303.73492,0
20.7999992370605,-112,24384,26.721,34.574,329.70087,0
20.7999992370605,-111.200012207031,24384,27.710001,34.433,288.24344,0
20.7999992370605,-110.400024414063,24384,28.608002,34.513,248.13655,0
20.7999992370605,-109.599975585938,24384,29.267,34.551003,253.38943,0
20.7999992370605,-108.799987792969,24384,29.563,34.73,247.91469,0
20.7999992370605,-108,24384,29.547,34.501,245.40059,0
20.7999992370605,-107.200012207031,24384,30.317001,34.483,252.6892,0
20.7999992370605,-106.400024414063,24384,30.564,34.311,334.13892,0
20.7999992370605,-105.599975585938,24384,27.765,34.344,708.06683,0
21.6000003814697,-112,24384,26.66,34.453003,309.5007,0
21.6000003814697,-111.200012207031,24384,26.945,34.463,323.95486,0
21.6000003814697,-110.400024414063,24384,28.032001,34.5,289.3258,0
21.6000003814697,-109.599975585938,24384,28.666,34.496002,273.5642,0
21.6000003814697,-108.799987792969,24384,30.538,34.706,266.20435,0
21.6000003814697,-108,24384,30.164001,34.353,296.1231,0
21.6000003814697,-107.200012207031,24384,29.983002,34.453003,298.1158,0
21.6000003814697,-106.400024414063,24384,30.04,34.385002,420.48846,0
21.6000003814697,-105.599975585938,24384,30.274,33.203003,1169.9889,0
22.3999996185303,-111.200012207031,24384,27.848,34.636,329.47775,0
22.3999996185303,-110.400024414063,24384,28.64,34.49,276.9425,0
22.3999996185303,-109.599975585938,24384,29.269001,34.486,314.84332,0
22.3999996185303,-108.799987792969,24384,30.294,34.690002,291.92908,0
22.3999996185303,-108,24384,30.334,34.387,277.94412,0
22.3999996185303,-107.200012207031,24384,30.006,34.459,351.6775,0
22.3999996185303,-106.400024414063,24384,30.112,34.374,457.00674,0
23.2000007629395,-111.200012207031,24384,27.785,34.66,363.40854,0
23.2000007629395,-110.400024414063,24384,28.575,34.762,435.1127,0
23.2000007629395,-108.799987792969,24384,30.445,34.895,290.2581,0
23.2000007629395,-108,24384,30.072,34.536,317.15555,0
23.2000007629395,-107.200012207031,24384,30.327,34.493,360.24414,0
24,-112,24384,27.242,34.781002,454.5436,0
24,-111.200012207031,24384,27.549,34.617,442.7926,0
24,-109.599975585938,24384,28.732,34.888,343.66592,0
24,-108.799987792969,24384,30.317001,34.772,309.76736,0
24,-108,24384,30.195,34.562,339.35846,0
24,-107.200012207031,24384,29.75,34.579002,883.79926,0
24.7999992370605,-110.400024414063,24384,29.435001,35.044,405.3982,0
24.7999992370605,-109.599975585938,24384,30.279,34.746002,367.32654,0
24.7999992370605,-108.799987792969,24384,29.674,34.834,327.51526,0
25.6000003814697,-110.400024414063,24384,29.556,34.966,397.6083,0
25.6000003814697,-109.599975585938,24384,29.949001,34.785,423.3312,0
26.3999996185303,-111.200012207031,24384,28.961,35.13,437.40982,0
26.3999996185303,-110.400024414063,24384,29.168,35.23,382.0486,0
26.3999996185303,-109.599975585938,24384,29.103,35.147,434.73764,0
27.2000007629395,-112,24384,28.533,35.087,693.4967,0
27.2000007629395,-111.200012207031,24384,28.482,35.135002,525.0531,0
28,-112,24384,28.749,35.101,687.0556,0
28.7999992370605,-112.799987792969,24384,27.928001,35.581,1255.3148,0
29.6000003814697,-113.599975585938,24384,28.403,35.63,1236.8193,0
29.6000003814697,-112.799987792969,24384,28.46,35.632,1115.3201,0
30.3999996185303,-114.400024414063,24384,27.908,35.691,1071.4926,0
30.3999996185303,-113.599975585938,24384,28.719002,35.681,1006.0716,0
20,-110.400024414063,25104,26.081001,34.588,288.22043,0
20,-109.599975585938,25104,26.295,34.749,310.822,0
20,-108.799987792969,25104,27.143,34.379,293.8145,0
20,-108,25104,27.446001,34.442,380.725,0
20,-107.200012207031,25104,27.521,34.359,529.6584,0
20,-106.400024414063,25104,28.771,34.151,364.18292,0
20,-105.599975585938,25104,28.544,34.195,538.4856,0
20.7999992370605,-109.599975585938,25104,26.655,34.545002,301.5412,0
20.7999992370605,-108.799987792969,25104,26.987,34.641,311.88867,0
20.7999992370605,-108,25104,27.889,34.436,319.33624,0
20.7999992370605,-107.200012207031,25104,27.953001,34.439003,342.21487,0
20.7999992370605,-106.400024414063,25104,28.203,34.269,490.63602,0
20.7999992370605,-105.599975585938,25104,27.861,34.265,723.7502,0
21.6000003814697,-109.599975585938,25104,26.837,34.577,332.05096,0
21.6000003814697,-108.799987792969,25104,26.952,34.35,359.9294,0
21.6000003814697,-108,25104,27.284,34.432,319.75342,0
21.6000003814697,-107.200012207031,25104,28.344002,34.33,310.32394,0
21.6000003814697,-106.400024414063,25104,28.98,34.301003,578.02106,0
21.6000003814697,-105.599975585938,25104,28.611,33.587,1206.1013,0
22.3999996185303,-110.400024414063,25104,27.913,34.714,321.33664,0
22.3999996185303,-109.599975585938,25104,28.005001,34.803,315.22324,0
22.3999996185303,-108.799987792969,25104,28.077,34.565002,308.04843,0
22.3999996185303,-108,25104,27.74,34.416,315.71695,0
22.3999996185303,-107.200012207031,25104,28.155,34.434002,286.83292,0
22.3999996185303,-106.400024414063,25104,28.391,34.394,477.0676,0
23.2000007629395,-110.400024414063,25104,26.634,34.676003,367.10678,0
23.2000007629395,-108.799987792969,25104,27.867,34.893,345.68002,0
23.2000007629395,-108,25104,28.203,34.819,299.00876,0
23.2000007629395,-107.200012207031,25104,28.189,34.455,315.18353,0
24,-109.599975585938,25104,27.052,35.266,479.854,0
24,-108.799987792969,25104,27.183,34.870003,434.606,0
24,-108,25104,27.192001,34.325,410.5182,0
24,-107.200012207031,25104,27.787,34.519,1094.3347,0
24.7999992370605,-110.400024414063,25104,26.461,35.273003,635.08246,0
24.7999992370605,-109.599975585938,25104,26.679,35.293,564.0789,0
24.7999992370605,-108.799987792969,25104,27.587,34.587,581.20593,0
25.6000003814697,-110.400024414063,25104,26.188,35.24,849.1813,0
25.6000003814697,-109.599975585938,25104,26.342001,34.713,979.9438,0
26.3999996185303,-110.400024414063,25104,26.591,34.962,961.3836,0
20,-108.799987792969,25824,26.831001,34.365,378.99075,0
20,-108,25824,26.652,34.409,341.01776,0
20,-107.200012207031,25824,26.1,34.453003,365.72614,0
20,-106.400024414063,25824,27.858,34.151,462.00925,0
20,-105.599975585938,25824,28.128,34.059002,600.6264,0
20.7999992370605,-108.799987792969,25824,26.404,34.445,394.8002,0
20.7999992370605,-108,25824,26.495,34.441,410.81622,0
20.7999992370605,-107.200012207031,25824,26.729,34.169,370.8995,0
20.7999992370605,-106.400024414063,25824,28.577,34.091,449.3878,0
20.7999992370605,-105.599975585938,25824,26.626,34.382,704.73615,0
21.6000003814697,-108.799987792969,25824,26.596,34.507,445.1506,0
21.6000003814697,-108,25824,26.310001,34.439003,412.82095,0
21.6000003814697,-107.200012207031,25824,26.775,34.181,428.06964,0
21.6000003814697,-106.400024414063,25824,26.952,34.381,563.16003,0
21.6000003814697,-105.599975585938,25824,27.269001,33.933,1133.985,0
22.3999996185303,-108,25824,26.563,34.468002,447.12585,0
22.3999996185303,-107.200012207031,25824,26.288,34.627,482.86218,0
22.3999996185303,-106.400024414063,25824,26.862,34.355,622.0436,0
23.2000007629395,-107.200012207031,25824,26.1,34.731003,509.7601,0
20,-106.400024414063,3240,26.493,34.627,1056.2003,0
20.7999992370605,-107.200012207031,3240,26.303001,34.674,1357.3464,0
20.7999992370605,-106.400024414063,3240,26.509,34.58,2030.1765,0
20.7999992370605,-105.599975585938,3240,26.144001,34.595,5316.3345,0
21.6000003814697,-107.200012207031,3240,26.731,34.668,1569.9136,0
21.6000003814697,-106.400024414063,3240,27.574001,34.663002,5050.103,0
21.6000003814697,-105.599975585938,3240,27.641,34.698,5540.5835,0
22.3999996185303,-106.400024414063,3240,27.249,34.677002,3056.8987,0
23.2000007629395,-107.200012207031,3240,26.015,34.884003,881.8885,0
28,-112,3240,26.098,35.183,1078.4485,0
20,-106.400024414063,4032,26.068,34.445,421.58078,0
20,-105.599975585938,4032,28.017,34.371002,463.34836,0
20.7999992370605,-106.400024414063,4032,26.801,34.321,518.1656,0
20.7999992370605,-105.599975585938,4032,27.815,34.399002,710.99567,0
21.6000003814697,-107.200012207031,4032,26.023,34.573,404.5586,0
21.6000003814697,-106.400024414063,4032,27.695,34.435,464.18677,0
21.6000003814697,-105.599975585938,4032,27.809,34.464,1841.7511,0
22.3999996185303,-108,4032,26.975,34.79,482.0535,0
22.3999996185303,-107.200012207031,4032,27.025,34.631,492.24603,0
22.3999996185303,-106.400024414063,4032,29.423,34.489,445.10403,0
23.2000007629395,-108.799987792969,4032,26.333,35.055,497.16022,0
23.2000007629395,-108,4032,26.774,34.908,393.31036,0
23.2000007629395,-107.200012207031,4032,27.929,34.573,503.69525,0
24,-108,4032,29.223999,34.621002,454.8429,0
24,-107.200012207031,4032,28.68,34.664,797.4226,0
